filename,labels
3992_right.jpg,D
1595_right.jpg,M
4512_right.jpg,D
267_left.jpg,D
4231_right.jpg,D
4330_right.jpg,D
1606_left.jpg,M
2161_right.jpg,C
707_right.jpg,D
1106_left.jpg,D
3970_right.jpg,D
737_right.jpg,M
4429_left.jpg,D
489_right.jpg,D
87_right.jpg,D
3937_right.jpg,D
2248_right.jpg,C
448_left.jpg,C
4477_right.jpg,D
1388_left.jpg,D
4677_left.jpg,D
2151_left.jpg,C
949_right.jpg,C
3957_right.jpg,D
630_right.jpg,D
4682_left.jpg,D
4519_right.jpg,D
2119_right.jpg,C
4167_right.jpg,D
3939_left.jpg,D
4082_left.jpg,D
466_right.jpg,D
1482_right.jpg,D
748_right.jpg,D
4380_right.jpg,D
4138_left.jpg,D
1048_left.jpg,H
836_left.jpg,D
2100_left.jpg,D
2219_right.jpg,C
609_right.jpg,D
473_left.jpg,D
600_left.jpg,D
4625_right.jpg,D
4018_right.jpg,D
2112_right.jpg,C
4274_left.jpg,D
2262_left.jpg,C
1605_left.jpg,M
4209_right.jpg,D
2116_right.jpg,C
2180_right.jpg,C
4175_right.jpg,D
4294_left.jpg,D
4462_right.jpg,D
4192_left.jpg,D
4566_right.jpg,D
4643_right.jpg,D
1349_left.jpg,M
1547_right.jpg,M
4420_left.jpg,D
4141_right.jpg,D
1586_left.jpg,M
4502_left.jpg,D
4608_right.jpg,D
4066_left.jpg,D
4204_right.jpg,D
4577_right.jpg,D
1681_right.jpg,M
582_right.jpg,D
4478_right.jpg,D
441_right.jpg,D
4314_left.jpg,D
4251_left.jpg,D
2133_left.jpg,C
282_left.jpg,D
3969_left.jpg,D
917_right.jpg,D
4475_right.jpg,D
2197_right.jpg,C
4041_left.jpg,D
2208_right.jpg,C
1206_left.jpg,D
4180_left.jpg,D
477_left.jpg,C
4056_right.jpg,D
345_left.jpg,H
4404_right.jpg,D
4349_left.jpg,D
1618_right.jpg,M
561_right.jpg,H
1056_left.jpg,H
4304_right.jpg,D
871_left.jpg,D
1718_right.jpg,D
611_left.jpg,C
947_left.jpg,D
1673_right.jpg,M
4384_right.jpg,D
330_left.jpg,C
733_right.jpg,D
4360_right.jpg,D
1647_right.jpg,M
4445_left.jpg,D
1652_right.jpg,M
4226_right.jpg,D
1152_right.jpg,D
4303_left.jpg,D
4177_right.jpg,D
964_left.jpg,D
4151_left.jpg,D
1012_right.jpg,M
2103_right.jpg,C
763_right.jpg,D
367_right.jpg,D
697_left.jpg,D
948_right.jpg,D
4014_left.jpg,D
539_left.jpg,D
4023_right.jpg,D
2104_left.jpg,C
4461_right.jpg,D
4375_right.jpg,D
4263_right.jpg,D
448_right.jpg,D
4222_left.jpg,D
612_right.jpg,D
1564_right.jpg,M
3976_right.jpg,D
4444_left.jpg,D
106_left.jpg,M
225_right.jpg,D
77_left.jpg,D
1529_right.jpg,M
762_left.jpg,D
1537_left.jpg,M
1415_left.jpg,C
808_left.jpg,D
4614_right.jpg,D
179_right.jpg,H
4583_left.jpg,D
4613_left.jpg,D
4532_left.jpg,D
708_right.jpg,D
2228_left.jpg,D
4144_right.jpg,D
81_right.jpg,D
831_left.jpg,M
692_right.jpg,D
535_left.jpg,D
4074_left.jpg,D
4055_right.jpg,D
4299_right.jpg,D
4552_left.jpg,D
1867_left.jpg,H
3954_left.jpg,D
1599_right.jpg,M
4289_right.jpg,D
4215_right.jpg,H
4474_right.jpg,D
1537_right.jpg,M
492_left.jpg,D
1526_right.jpg,M
2210_left.jpg,C
4168_left.jpg,D
690_right.jpg,D
4348_right.jpg,D
1024_right.jpg,H
1062_right.jpg,C
1599_left.jpg,M
4354_left.jpg,D
4240_right.jpg,D
4586_left.jpg,D
709_right.jpg,D
4542_right.jpg,D
444_left.jpg,D
3981_right.jpg,D
755_right.jpg,D
4349_right.jpg,D
4636_left.jpg,D
2004_left.jpg,H
2185_left.jpg,C
1718_left.jpg,D
4309_right.jpg,D
415_left.jpg,D
1606_right.jpg,M
4558_right.jpg,D
4431_right.jpg,D
28_right.jpg,H
1538_right.jpg,M
4359_left.jpg,D
999_right.jpg,C
4673_right.jpg,D
4079_right.jpg,D
1642_right.jpg,M
1600_right.jpg,M
2211_right.jpg,C
4166_left.jpg,D
4197_right.jpg,D
1569_right.jpg,M
4314_right.jpg,D
1643_left.jpg,M
4383_right.jpg,D
1563_right.jpg,M
4104_left.jpg,D
563_left.jpg,D
1659_right.jpg,M
2203_right.jpg,C
4110_left.jpg,D
4425_left.jpg,D
594_right.jpg,D
4043_right.jpg,D
4144_left.jpg,D
675_right.jpg,H
4116_left.jpg,D
2155_right.jpg,C
2113_right.jpg,C
4293_right.jpg,D
4324_left.jpg,D
4128_left.jpg,D
4182_left.jpg,D
18_right.jpg,M
1545_left.jpg,M
4452_left.jpg,D
1942_right.jpg,D
1106_right.jpg,D
3966_right.jpg,D
4213_left.jpg,D
1624_right.jpg,M
1553_right.jpg,M
390_right.jpg,M
223_left.jpg,D
442_right.jpg,D
579_right.jpg,D
960_left.jpg,D
4162_right.jpg,D
2151_right.jpg,C
4572_right.jpg,D
1579_left.jpg,M
4344_right.jpg,D
4323_right.jpg,D
420_right.jpg,D
284_right.jpg,D
1612_right.jpg,M
3948_left.jpg,D
4481_left.jpg,D
4445_right.jpg,D
4221_left.jpg,D
413_left.jpg,D
4476_left.jpg,D
4011_right.jpg,D
790_left.jpg,H
4184_right.jpg,D
1619_right.jpg,M
120_left.jpg,D
4203_right.jpg,D
4077_left.jpg,D
4012_right.jpg,D
4406_right.jpg,D
3999_left.jpg,D
4561_left.jpg,D
3936_left.jpg,D
4078_right.jpg,D
2135_left.jpg,C
807_left.jpg,D
2194_left.jpg,C
4590_left.jpg,D
4425_right.jpg,D
327_right.jpg,D
596_right.jpg,D
726_left.jpg,C
4068_right.jpg,D
4582_left.jpg,D
556_left.jpg,D
93_left.jpg,D
4022_right.jpg,D
4313_left.jpg,D
4304_left.jpg,D
4113_left.jpg,D
4582_right.jpg,D
898_left.jpg,D
46_left.jpg,D
2134_right.jpg,C
4105_right.jpg,D
4381_left.jpg,D
1613_left.jpg,M
4133_left.jpg,D
268_right.jpg,D
223_right.jpg,D
4047_right.jpg,D
4122_right.jpg,D
4509_right.jpg,D
311_left.jpg,D
2176_left.jpg,C
4053_right.jpg,D
308_left.jpg,D
86_left.jpg,D
4669_right.jpg,D
678_right.jpg,D
684_left.jpg,D
2196_right.jpg,C
3980_left.jpg,D
1598_left.jpg,M
4302_left.jpg,D
654_right.jpg,D
116_left.jpg,H
2166_right.jpg,D
1071_right.jpg,D
2010_left.jpg,D
214_right.jpg,M
686_right.jpg,H
2136_left.jpg,C
4594_right.jpg,D
4660_left.jpg,D
560_right.jpg,C
4559_right.jpg,H
4380_left.jpg,D
813_right.jpg,D
2168_left.jpg,C
4473_left.jpg,D
4040_left.jpg,D
3993_right.jpg,D
688_left.jpg,D
62_right.jpg,H
4396_left.jpg,D
1562_right.jpg,M
2191_right.jpg,C
4620_right.jpg,D
3953_right.jpg,D
309_right.jpg,D
4381_right.jpg,D
3947_left.jpg,D
133_left.jpg,D
898_right.jpg,D
